,Loyalty_Number,Year,Month,Flights_Booked,Flights_with_Companions,Total_Flights,Distance,Points_Accumulated,Points_Redeemed,Dollar_Cost_Points_Redeemed,Province,City,Postal_Code,Gender,Education,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Salary
4223,109896,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,College,Single,Star,3884.86,Standard,2013,10,79381
4247,109903,2017,11,3,3,6,540,54.0,528,43,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,Married,Star,5107.16,Standard,2013,10,57975
4271,110001,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Married,Nova,8173.5,Standard,2018,12,81771
4295,110065,2018,12,12,0,12,1560,156.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Single,Aurora,13432.0,2018 Promotion,2018,3,82365
4319,110073,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Married,Aurora,8364.56,Standard,2015,2,84678
4343,110099,2018,12,0,0,0,0,0.0,0,0,Yukon,Whitehorse,Y2K 6R0,Female,College,Single,Star,4731.84,Standard,2013,1,79381
4367,110170,2018,12,13,6,19,4769,476.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Divorced,Nova,5532.46,Standard,2018,5,53189
4391,110262,2018,12,16,0,16,4480,448.0,0,0,Alberta,Edmonton,T9G 1W3,Male,Bachelor,Married,Aurora,9427.68,2018 Promotion,2018,2,52267
4415,110296,2018,12,2,0,2,2462,246.0,0,0,Quebec,Montreal,H4G 3T4,Male,College,Married,Star,2396.22,Standard,2013,11,79381
4439,110394,2018,9,7,2,9,594,59.0,457,37,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Single,Star,2565.12,Standard,2013,10,81901
4463,110422,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,College,Single,Star,2414.77,Standard,2018,1,79381
4487,110476,2018,12,15,0,15,3450,345.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Married,Star,6098.46,Standard,2014,3,86244
4511,110678,2018,12,4,4,8,1832,183.0,0,0,Ontario,Toronto,M2Z 4K1,Female,Bachelor,Single,Star,3933.81,Standard,2016,6,50879
4535,110691,2018,12,11,5,16,1632,163.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,College,Single,Star,4722.24,Standard,2015,5,79381
4559,110752,2018,12,16,2,18,2772,277.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Divorced,Star,5154.05,Standard,2012,8,72625
4583,111022,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,College,Divorced,Nova,14635.45,Standard,2013,2,79381
4607,523897,2018,12,12,9,21,3486,348.0,0,0,Quebec,Quebec City,G1B 3L5,Female,Bachelor,Single,Nova,12157.33,Standard,2013,6,73945
4631,111171,2018,12,10,6,16,1056,105.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,College,Single,Star,4628.28,Standard,2015,2,79381
4655,111176,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,College,Single,Nova,4568.82,Standard,2014,6,79381
4679,111255,2018,12,4,0,4,2476,247.0,0,0,Quebec,Hull,J8Y 3Z5,Male,High School or Below,Married,Star,4122.96,Standard,2013,3,70272
4703,111286,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Female,Bachelor,Married,Nova,10382.38,Standard,2013,7,55923
4727,111329,2018,12,7,4,11,715,71.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Married,Nova,3585.94,Standard,2016,8,50748
4751,111387,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Married,Star,5793.16,Standard,2013,10,101960
4775,111485,2018,11,12,0,12,1716,171.0,0,0,Ontario,Toronto,P5S 6R4,Female,Bachelor,Divorced,Star,2989.96,Standard,2015,5,90349
4799,111507,2018,12,12,0,12,1812,181.0,0,0,Quebec,Montreal,H2Y 4R4,Female,Bachelor,Married,Star,17556.99,Standard,2012,10,58405
4823,111573,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Bachelor,Married,Aurora,14349.86,Standard,2014,5,85487
4847,111584,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Doctor,Divorced,Nova,4163.79,Standard,2017,1,68273
4871,111788,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Nova,4935.19,Standard,2016,9,53537
4895,111912,2018,12,7,5,12,3072,307.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Divorced,Aurora,5592.46,Standard,2016,6,77443
4919,112026,2018,12,6,6,12,1200,120.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Doctor,Divorced,Aurora,9670.18,Standard,2014,1,185468
4967,112142,2018,12,0,0,0,0,0.0,0,0,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,Single,Aurora,16272.74,Standard,2015,7,93073
4991,112226,2018,7,21,3,24,1536,153.0,867,70,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Nova,4686.47,Standard,2014,1,74413
5015,112393,2018,12,16,4,20,4080,408.0,0,0,Ontario,Trenton,K8V 4B2,Female,College,Single,Star,6763.18,Standard,2014,2,79381
5039,112632,2018,12,5,0,5,550,55.0,0,0,Quebec,Montreal,H2T 2J6,Male,College,Married,Nova,9006.6,Standard,2018,12,79381
5063,112678,2018,12,1,1,2,514,51.0,0,0,Ontario,Toronto,M2M 6J7,Male,College,Married,Star,35537.85,Standard,2014,10,79381
5087,112709,2018,12,3,0,3,1005,100.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,Married,Nova,4834.4,Standard,2016,9,68387
5111,112732,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Married,Nova,8360.15,Standard,2016,7,67412
5135,112733,2018,12,16,3,19,4940,494.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,Married,Nova,3353.38,Standard,2013,1,78298
5159,112797,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Married,Star,13345.14,Standard,2014,7,90649
5183,112842,2018,11,8,0,8,3288,328.0,0,0,Ontario,Kingston,M9K 2P4,Male,College,Married,Nova,6217.26,Standard,2016,11,79381
5207,112856,2018,12,12,0,12,1152,115.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,26199.53,Standard,2014,6,46795
5231,112863,2018,12,5,0,5,1150,115.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Aurora,16107.19,Standard,2016,7,78218
5255,112894,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Male,College,Married,Aurora,10221.81,Standard,2018,12,79381
5279,113040,2018,12,5,5,10,3130,313.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Divorced,Nova,8427.17,Standard,2013,1,65935
5303,113184,2018,12,13,0,13,1833,183.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Single,Star,2859.8,Standard,2018,8,104262
5327,113220,2017,6,4,4,8,592,59.0,515,42,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Star,7986.19,Standard,2012,12,86215
5351,113293,2018,12,12,0,12,1860,186.0,0,0,Quebec,Quebec City,G1B 3L5,Female,Bachelor,Divorced,Star,18370.57,Standard,2017,11,68245
5375,113363,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,Married,Nova,2760.95,Standard,2017,9,57311
5399,113442,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,Divorced,Star,2962.98,Standard,2018,9,84453
5423,113476,2018,12,6,6,12,2928,292.0,0,0,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,Married,Aurora,9420.97,Standard,2013,5,66334
5447,113529,2018,12,9,0,9,1548,154.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Married,Nova,5953.21,Standard,2018,6,76548
5471,113558,2018,8,8,2,10,720,72.0,654,53,Quebec,Montreal,H2T 2J6,Female,Bachelor,Married,Aurora,6444.08,Standard,2015,7,66116
5495,101709,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Single,Aurora,8396.61,Standard,2015,9,66733
5519,113656,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Aurora,11618.56,Standard,2013,4,52213
5543,184151,2018,12,13,9,22,4488,448.0,0,0,Quebec,Montreal,H2Y 4R4,Male,Bachelor,Married,Star,3980.42,Standard,2017,5,103862
5567,113694,2018,12,15,0,15,3945,394.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,College,Divorced,Nova,4890.11,Standard,2014,9,79381
5591,113755,2018,12,2,0,2,2662,266.0,0,0,British Columbia,Kelowna,V09 2E9,Female,Bachelor,Married,Star,3633.05,Standard,2013,3,63616
5615,113779,2018,12,11,2,13,3094,309.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Doctor,Married,Aurora,25640.24,Standard,2014,3,233002
5639,113804,2018,12,8,0,8,2656,265.0,0,0,Quebec,Montreal,H2T 2J6,Female,College,Married,Star,3173.03,Standard,2016,11,79381
5663,113831,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 6J7,Male,Bachelor,Married,Nova,3605.86,Standard,2016,2,47701
5687,113839,2018,12,5,5,10,1790,179.0,0,0,Ontario,Toronto,M2M 7K8,Male,College,Divorced,Star,3839.61,Standard,2015,9,79381
5711,113861,2018,12,11,5,16,1072,107.0,727,59,Quebec,Montreal,H2T 2J6,Female,College,Married,Star,2409.37,Standard,2017,6,79381
5735,113864,2018,12,4,0,4,3400,340.0,0,0,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,Married,Star,8652.65,Standard,2017,11,79913
5759,113874,2018,12,9,0,9,3735,373.0,0,0,Ontario,Toronto,M2M 7K8,Female,College,Single,Nova,2894.24,2018 Promotion,2018,2,79381
5783,113877,2018,12,10,0,10,2200,220.0,0,0,Ontario,Toronto,P2T 6G3,Female,College,Single,Star,9575.76,Standard,2013,12,79381
5807,113904,2018,12,11,0,11,1243,124.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Married,Nova,26453.94,Standard,2015,6,63343
5831,113919,2018,12,7,1,8,3200,320.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,Married,Aurora,5614.59,Standard,2015,12,61482
5855,114018,2018,12,13,8,21,4662,466.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Bachelor,Married,Nova,9120.07,Standard,2013,6,78649
5879,114021,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Married,Star,5326.68,Standard,2014,9,88044
5903,114131,2018,12,10,5,15,3750,375.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Married,Nova,5389.5,2018 Promotion,2018,4,80516
5927,114219,2018,2,2,2,4,288,35.0,379,31,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,Married,Nova,5479.56,Standard,2012,7,72888
5951,892022,2018,12,1,0,1,2770,277.0,0,0,Newfoundland,St. John's,A1C 6H9,Female,College,Divorced,Star,8714.92,Standard,2013,7,79381
5975,114307,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P2T 6G3,Male,Bachelor,Married,Nova,9863.5,Standard,2013,3,104829
5999,114399,2018,12,10,0,10,1460,146.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,College,Single,Star,15994.01,Standard,2018,6,79381
6047,114414,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Male,College,Married,Nova,3591.07,Standard,2012,11,79381
6071,114493,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P5S 6R4,Female,Bachelor,Single,Aurora,6063.2,Standard,2016,4,47036
6095,114553,2018,12,11,9,20,3800,380.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Divorced,Nova,3703.93,Standard,2012,6,47987
6119,114638,2018,12,16,7,23,2323,232.0,0,0,Quebec,Quebec City,G1B 3L5,Male,College,Single,Star,2152.08,Standard,2012,12,79381
6143,114700,2018,12,10,0,10,2880,288.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Doctor,Married,Star,7155.34,Standard,2017,12,134476
6167,114743,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Star,4966.77,Standard,2017,7,59753
6191,114835,2018,12,8,0,8,3296,329.0,0,0,Ontario,Toronto,M1R 4K3,Female,Master,Divorced,Star,4001.52,Standard,2017,7,101354
6215,114857,2018,12,16,0,16,4272,427.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Married,Nova,13355.49,Standard,2017,3,57148
6239,114903,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Nova,9767.94,Standard,2013,10,58414
6263,114927,2018,12,5,0,5,1485,148.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Doctor,Divorced,Star,3013.44,Standard,2017,4,190674
6287,114983,2018,12,8,0,8,4176,417.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Doctor,Married,Star,5601.68,Standard,2013,10,71198
6311,115198,2018,12,0,0,0,0,0.0,0,0,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,Married,Star,3469.84,Standard,2012,9,55845
6335,115322,2018,12,11,0,11,4180,418.0,0,0,Ontario,Toronto,P1W 1K4,Female,Doctor,Married,Aurora,8257.67,Standard,2013,11,221857
6359,539358,2018,12,6,6,12,2484,248.0,0,0,Quebec,Hull,J8Y 3Z5,Male,Master,Married,Star,4755.19,Standard,2014,8,108218
6383,115405,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Single,Star,4637.16,Standard,2015,7,50797
6407,115427,2018,12,1,0,1,1951,195.0,0,0,Quebec,Montreal,H2Y 2W2,Female,Bachelor,Married,Nova,8685.92,Standard,2016,11,95967
6431,115505,2018,12,1,1,2,3400,340.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,Married,Nova,5860.17,2018 Promotion,2018,4,10605
6455,115529,2018,12,2,0,2,3010,301.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Master,Married,Star,8382.63,Standard,2014,11,101038
6479,115633,2018,12,3,0,3,1929,192.0,0,0,Ontario,Sudbury,M5V 1G5,Male,Bachelor,Married,Nova,9685.54,Standard,2012,10,80218
6503,115705,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Married,Aurora,17435.68,Standard,2013,3,71498
6527,115749,2018,12,12,0,12,4572,457.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,6650.82,Standard,2018,6,104712
6551,115805,2018,12,12,6,18,4410,441.0,0,0,Ontario,Sudbury,M5V 1G5,Male,Bachelor,Divorced,Star,6781.13,Standard,2014,11,54096
6575,115852,2018,12,5,0,5,1530,153.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Married,Nova,40688.53,Standard,2017,4,59314
6599,116016,2018,11,5,0,5,2690,269.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Aurora,9118.93,Standard,2013,9,56700
6623,116045,2018,12,15,0,15,1455,145.0,0,0,Quebec,Quebec City,G1B 3L5,Female,College,Single,Aurora,11308.47,Standard,2014,5,79381
6647,116164,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Aurora,8170.62,Standard,2017,11,101599
6671,116238,2018,12,15,0,15,1080,108.0,0,0,Saskatchewan,Regina,S1J 3C5,Male,Master,Single,Nova,25464.82,Standard,2018,7,81765
6695,116288,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Married,Star,2497.46,Standard,2017,7,50072
6719,116332,2017,5,11,7,18,1206,120.0,509,41,Ontario,Toronto,M2Z 4K1,Female,Bachelor,Married,Aurora,9386.75,Standard,2012,6,62706
6743,116372,2018,12,14,1,15,2835,283.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Single,Star,8886.61,Standard,2015,4,95638
6767,116562,2018,12,5,0,5,1820,182.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Married,Nova,13235.54,Standard,2018,6,61014
6791,116703,2018,4,3,3,6,402,43.2,512,41,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Star,2702.38,Standard,2014,5,65838
6815,116732,2018,11,3,0,3,1764,176.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Married,Aurora,13681.71,Standard,2017,12,72583
6839,116735,2018,12,10,0,10,2810,281.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Married,Aurora,27443.47,Standard,2015,11,92144
6863,116895,2018,11,7,0,7,763,76.0,0,0,Ontario,Toronto,P1J 8T7,Female,Doctor,Married,Nova,19378.91,2018 Promotion,2018,4,299899
6887,116897,2018,9,13,4,17,1071,107.0,629,51,Quebec,Montreal,H4G 3T4,Male,College,Married,Nova,3683.79,Standard,2018,8,79381
6911,486812,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,M2Z 4K1,Female,Bachelor,Married,Star,5510.11,Standard,2018,8,76837
6935,116948,2018,12,0,0,0,0,0.0,0,0,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,Married,Nova,4349.31,Standard,2017,9,87262
6959,116999,2018,12,10,0,10,1810,181.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Aurora,14228.23,Standard,2014,12,55066
6983,117033,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Married,Star,5657.81,Standard,2014,9,49139
7007,117053,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Aurora,15118.9,Standard,2014,10,74994
7031,117169,2018,12,13,2,15,2205,220.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Aurora,8417.1,Standard,2013,11,55144
7055,117219,2018,12,15,0,15,2145,214.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Divorced,Star,2750.71,Standard,2014,10,69803
7079,117240,2018,12,5,0,5,995,99.0,0,0,Ontario,Toronto,P1W 1K4,Female,Bachelor,Married,Aurora,8476.08,Standard,2017,12,52528
7103,117333,2018,11,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,Married,Star,23813.52,Standard,2012,12,96798
7127,117342,2018,12,8,7,15,1710,171.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Divorced,Star,8400.79,Standard,2016,7,47178
7151,117351,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,Married,Nova,7675.87,Standard,2012,10,97461
7175,117358,2018,12,9,0,9,1323,132.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Bachelor,Divorced,Nova,6770.31,Standard,2018,11,86365
7199,117408,2018,12,1,1,2,1454,145.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,College,Married,Aurora,5099.51,Standard,2016,1,79381
7223,117456,2018,12,13,5,18,3348,334.0,0,0,Alberta,Edmonton,T9G 1W3,Female,College,Married,Star,5170.03,Standard,2015,12,79381
7247,117460,2017,10,6,5,11,858,85.0,557,45,Quebec,Quebec City,G1B 3L5,Female,Bachelor,Divorced,Nova,8203.22,Standard,2014,12,60148
7271,117482,2018,12,12,0,12,1056,105.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Nova,2869.74,2018 Promotion,2018,2,53563
7295,117618,2018,12,2,2,4,716,71.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,Married,Star,4082.7,Standard,2012,7,67024
7319,117725,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Married,Nova,7286.79,Standard,2013,7,80107
7343,117782,2018,12,5,5,10,3090,309.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Divorced,Star,23207.25,Standard,2014,12,97704
7367,117832,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,College,Divorced,Star,8520.15,Standard,2015,7,79381
7391,117910,2018,12,11,6,17,3060,306.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Married,Star,9732.58,Standard,2015,4,59917
7415,117915,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,Married,Star,2605.57,2018 Promotion,2018,3,75996
7439,117932,2018,12,4,4,8,2048,204.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Single,Star,5608.32,Standard,2014,11,81063
7463,748649,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Divorced,Nova,3436.13,Standard,2016,3,54457
7487,118298,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Married,Nova,8482.46,Standard,2014,5,53587
7511,118320,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Married,Nova,8005.96,Standard,2014,8,78268
7535,118332,2018,12,0,0,0,0,0.0,0,0,Alberta,Banff,T4V 1D4,Female,Bachelor,Single,Star,5514.34,Standard,2015,10,48896
7559,118355,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,Doctor,Divorced,Star,2395.57,Standard,2017,8,198691
7583,118365,2018,12,3,0,3,1758,175.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Star,5838.9,Standard,2012,10,91239
7607,118379,2018,12,1,1,2,2062,206.0,0,0,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,Married,Nova,6775.92,Standard,2014,3,51923
7631,118418,2018,12,17,0,17,3366,336.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Aurora,5442.74,2018 Promotion,2018,3,50847
7655,118514,2018,12,17,0,17,3876,387.0,0,0,Ontario,Toronto,P1L 8X8,Female,Bachelor,Married,Aurora,9393.97,Standard,2018,10,61008
7679,118612,2018,12,17,1,18,2898,289.0,0,0,Ontario,Ottawa,K1G 4Z0,Female,College,Married,Nova,7868.81,Standard,2017,9,79381
7703,118628,2018,12,15,2,17,1904,190.0,0,0,Ontario,Sudbury,M5V 1G5,Female,High School or Below,Married,Star,2715.69,Standard,2016,9,62006
7727,118632,2018,12,11,2,13,1313,131.0,0,0,Ontario,Toronto,M8Y 4K8,Female,College,Single,Aurora,5308.25,Standard,2016,10,79381
7751,118675,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P2T 6G3,Male,Bachelor,Married,Nova,8708.28,Standard,2016,12,53925
7775,118688,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,Married,Star,5348.3,Standard,2013,8,55009
7799,118864,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,College,Married,Star,44771.3,Standard,2016,8,79381
7823,119009,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Married,Aurora,7988.51,Standard,2012,6,74544
7847,119015,2018,12,2,0,2,1744,174.0,0,0,British Columbia,Victoria,V10 6T5,Female,Bachelor,Married,Aurora,8010.97,Standard,2018,5,69964
7871,119135,2018,12,7,0,7,2002,200.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Divorced,Star,2496.17,Standard,2013,1,67862
7895,119198,2018,12,3,0,3,3504,350.0,0,0,Quebec,Hull,J8Y 3Z5,Male,College,Divorced,Star,2659.71,2018 Promotion,2018,4,79381
7919,119200,2018,8,14,9,23,1472,147.0,491,40,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Divorced,Star,3903.8,Standard,2017,5,69835
7943,119408,2018,12,12,9,21,4032,403.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,College,Single,Star,4760.94,Standard,2018,11,79381
7967,119460,2018,12,4,0,4,488,48.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Doctor,Married,Aurora,8047.41,Standard,2016,1,297762
7991,119488,2018,12,11,0,11,4488,448.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,College,Single,Star,4108.26,Standard,2017,6,79381
8015,119519,2018,9,7,2,9,720,72.0,538,44,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Nova,4874.67,Standard,2013,7,81276
8039,119633,2018,12,11,6,17,1785,178.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,Married,Aurora,7256.58,Standard,2014,3,53166
8063,119634,2018,12,0,0,0,0,0.0,0,0,Saskatchewan,Regina,S1J 3C5,Female,Master,Divorced,Star,2300.69,2018 Promotion,2018,3,114838
8087,119638,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,College,Single,Nova,6409.63,2018 Promotion,2018,2,79381
8111,119690,2018,12,2,2,4,2776,277.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Divorced,Star,9837.51,Standard,2018,7,72225
8135,119731,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Single,Nova,10103.66,Standard,2014,12,66055
8159,119837,2018,12,15,4,19,1900,190.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,College,Single,Star,4774.75,Standard,2014,12,79381
8183,119845,2018,12,0,0,0,0,0.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Married,Star,2588.86,Standard,2014,2,65690
8207,119917,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1L 8X8,Male,High School or Below,Married,Nova,3508.57,Standard,2014,5,62283
8231,119997,2017,12,13,1,14,1106,110.0,664,54,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,Divorced,Star,2514.28,Standard,2017,1,50013
8255,120046,2018,12,16,0,16,3296,329.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Married,Star,4314.17,Standard,2017,7,56411
8279,120126,2018,12,4,0,4,1984,198.0,0,0,Ontario,Trenton,K8V 4B2,Male,College,Divorced,Aurora,8098.97,Standard,2017,8,79381
8303,120140,2018,12,5,1,6,432,43.0,661,53,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Nova,6721.89,Standard,2015,3,58623
8327,120164,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,College,Single,Nova,13024.13,Standard,2014,9,79381
8351,120192,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Aurora,9701.03,Standard,2013,3,65324
8375,120206,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Married,Star,8819.02,Standard,2014,6,104968
8399,120393,2018,12,15,0,15,1950,195.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,Single,Star,2453.57,Standard,2016,3,80919
8423,120434,2018,12,10,2,12,3012,301.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Married,Aurora,7611.95,Standard,2017,5,97949
